组别,姓名,性别,出生年,出身月,出生地,出生地（经度）,出生地（纬度）,籍贯,籍贯（精度）,籍贯（纬度）,毕业学校,毕业学校（经度）,毕业学校（纬度）,专业,毕业时间,当选时间,获得称谓的单位
1.0,董韫美,男,1936,3,云南,102.832891,24.880095,,,,吉林大学,,,计算机软件,1956,1993.0,中国科学院软件研究所
1.0,房建成,男,1965,9,山东,117.977325,35.265961,山东,118.356448,35.104672,山东工学院（现山东大学,,,导航、制导与控制,1983,,
1.0,干福熹,男,1933,1,浙江,120.15507,30.274084,,,,浙江大学,,,光学材料、非晶态物理,1952,1980.0,中国科学院上海光学精密机械研究所
1.0,龚旗煌,男,1964,8,福建,119.007777,25.454084,福建,119.007777,25.454084,,,,光学,,,
1.0,顾瑛,女,1959,6,北京,116.407526,39.90403,上海,121.473701,31.230416,天津医科大学,,,激光医学,1982,,
1.0,管晓宏,男,1955,11,四川,105.442258,28.87181,,,,清华大学,,,系统工程,1985,2017.0,
1.0,郭光灿,男,1942,12,福建,118.796605,25.030781,,,,中国科学技术大学,,,光学和量子信息,1965,2003.0,
1.0,郭雷,男,1961,11,山东,118.054927,36.813487,,,,山东大学,,,控制科,1982,2001.0,
1.0,郝跃,男,1958,3,重庆,106.551556,29.563009,安徽,115.814204,32.890124,西安电子科技大学,,,微电子学与固体电子,1982,,
1.0,何积丰,男,1943,8,上海,121.473701,31.230416,,,,复旦大学,,,计算机软件,1965,2005.0,
1.0,侯朝焕,男,1936,9,四川,104.778442,29.33903,,,,北京大学,,,信号处理和声学,1958,1995.0,中国科学院声学研究所
1.0,侯洵,男,1936,12,陕西,108.708991,34.329605,,,,西北大学,,,光,1959,1991.0,中国科学院西安光学精密机械研究所
1.0,怀进鹏,男,1962,12,黑龙,126.534967,45.803775,山东,117.119999,36.651216,吉林工业大学,,,计算机软件,1984,2009.0,
1.0,黄宏嘉,男,1924,8,湖南,111.647518,29.440793,,,,西南联合大学,,,微波电子,1944,1980.0,
1.0,黄琳,男,1935,11,江苏,119.412966,32.39421,,,,北京大学,,,控制科学,1957,2003.0,
1.0,黄民强,男,1960,10,上海,121.473701,31.230416,,,,复旦大学,,,信息处理,1982,2005.0,总参第五十八研究所
1.0,黄如,女,1969,11,江苏,118.796877,32.060255,福建,118.386279,24.960385,东南大学,,,微电子器件,1991,,
1.0,黄维,男,1963,5,河北,118.180193,39.630867,河北,118.180193,39.630867,北京大学,,,有机光电子,1983,2011.0,
1.0,简水生,男,1929,10,江西,113.854556,27.622768,,,,北京铁道学院电信系大学,,,光纤通信和电磁兼容,1953,1995.0,
1.0,姜杰,女,1960,7,黑龙,126.534967,45.803775,山东,120.711673,36.978941,国防科技大学,,,运载火箭导航制导与控制,1983,,中国航天科技集团公司第一研究院
1.0,金亚秋,男,1946,9,上海,121.473701,31.230416,江西,117.861798,29.248086,北京大学,,,电磁波物理与遥感科学,1970,2011.0,
1.0,匡定波,男,1930,9,江苏,120.31191,31.491169,,,,上海交通大学,,,红外及遥感,1952,1991.0,中国科学院上海技术物理研究所
1.0,雷啸霖,男,1938,10,广西,110.290194,25.273566,,,,北京大学,,,材料物理,1963,1997.0,
1.0,李启虎,男,1939,7,浙江,120.699366,27.994267,,,,北京大学,,,水声信号处理和声纳设计,1963,1997.0,中国科学院声学研究所
1.0,李树深,男,1963,3,河北,115.464806,38.873891,河北,115.464806,38.873891,河北师范大学,,,半导体器件物理,1983,2011.0,中国科学院半导体研究所
1.0,李未,男,1943,6,北京,116.407526,39.90403,,,,北京大学,,,计算机,1966,1997.0,
1.0,李衍达,男,1936,10,广东,113.751765,23.020536,,,,清华大学,,,信号处理与智能控制,1959,1991.0,
1.0,林惠民,男,1947,11,福建,119.296494,26.074507,,,,福州大学,,,计算机软件与理论,1982,1999.0,中国科学院软件研究所
1.0,林尊琪,男,1942,6,北京,116.407526,39.90403,,,,中国科技大学,,,高功率激光技术,1964,2003.0,现任中科院上海光机所
1.0,刘国治,男,1960,11,辽宁,123.42944,41.835441,辽宁,123.42944,41.835441,清华大学,,,高功率微波,1983,2009.0,中国核试验基地
1.0,刘明,女,1964,4,江西,115.771094,28.159142,安徽,116.964356,33.646373,合肥工业大学,,,微电子科学与技术,1985,,中国科学院微电子研究所
1.0,刘盛纲,男,1933,12,安徽,117.469383,31.88794,,,,南京工学院大学,,,电子物理,1955,1980.0,
1.0,刘颂豪,男,1930,11,广东,113.264434,23.129162,,,,广东文理学院大学,,,光学与激光,1951,1999.0,中国科学院安徽光学精密机械研究所
1.0,刘永坦,男,1936,12,江苏,118.796877,32.060255,,,,,,,电子工程,,1991.0,
1.0,陆建华,男,1963,7,江苏,120.894291,31.980171,江苏,120.894291,31.980171,清华大学,,,通信与信息系统,1986,,
1.0,陆汝钤,男,1935,2,上海,121.473701,31.230416,,,,德国耶拿大学,,,计算机科,1959,1999.0,中国科学院数学学与系统科学研究院数学学研究所
1.0,陆元九,男,1920,1,安徽,118.317106,32.301556,安徽,118.435792,32.452172,重庆中央大学,,,陀螺及惯性导航,1941,1980.0,中国航天工业总公司
1.0,吕建,男,1960,3,江苏,118.796877,32.060255,山东,122.486658,37.16516,南京大学,,,计算机软件,1982,,
1.0,毛军发,男,1965,8,湖南,111.273806,26.990637,湖南,111.273806,26.990637,,,,电子,,2017.0,
1.0,梅宏,男,1963,5,贵州,107.905278,27.21542,重庆,106.551556,29.563009,,,,计算机软件,,2011.0,
1.0,彭堃墀,男,1936,8,江苏,119.425836,32.187849,,,,四川大学,,,光学,1961,2003.0,
1.0,秦国刚,男,1934,3,南京,118.796877,32.060255,,,,,,,半导体材料物理,,2001.0,
1.0,沈绪榜,男,1933,1,湖南,111.647518,29.440793,,,,北京大学,,,计算机,1957,1997.0,中国航天电子基础技术研究院
1.0,宋健,男,1931,12,山东,122.486658,37.16516,,,,,,,控制论,,1991.0,
1.0,谭铁牛,男,1964,1,湖南,113.53928,26.777492,湖南,113.53928,26.777492,西安交通大学,,,模式识别与计算机视觉,1984,,
1.0,王家骐,男,1940,2,江苏,120.585315,31.298886,,,,哈尔滨工业大学,,,光学仪器,1963,2005.0,中国科学院长春光学精密机械与物理研究所
1.0,王建宇,男,1959,6,浙江,121.550357,29.874556,浙江,121.550357,29.874556,杭州大学,,,光电技术,1982,2017.0,中国科学院上海技术物理研究所
1.0,王立军,男,1946,7,吉林,126.965607,44.406106,吉林,126.965607,44.406106,吉林大学,,,激光与光电子技术,1973,,中国科学院长春光学精密机械与物理研究所
1.0,王启明,男,1934,7,福建,119.295144,26.100779,,,,复旦大学,,,光电子,1956,1991.0,中国科学院半导体研究所
1.0,王巍,男,1966,10,陕西,107.023323,33.06748,陕西,107.023323,33.06748,北京航空航天大学,,,导航、制导与控制,1988,,中国航天科技集团公司第九研究院
1.0,王圩,男,1937,12,河北,116.457858,38.873281,,,,北京大学,,,半导体光电子学,1960,1997.0,中国科学院半导体研究所
1.0,王阳元,男,1935,1,浙江,121.550357,29.874556,,,,,,,微电子,,1995.0,
1.0,王永良,男,1965,6,浙江,120.755486,30.746129,浙江,120.755486,30.746129,空军雷达学院大学,,,雷达技术,1987,,
1.0,王育竹,男,1932,2,河北,114.570941,38.146445,,,,清华大学,,,量子光学,1955,1997.0,中国科学院上海光学精密机械所
1.0,王越,男,1932,4,江苏,119.606536,32.010117,,,,,,,雷达与通迅系统,,1991.0,
1.0,王占国,男,1424,,河南,112.234698,33.034111,,,,南开大学,,,半导体材料物理,1962,1995.0,中国科学院半导体所
1.0,王之江,男,1930,11,浙江,120.15507,30.274084,江苏,119.973987,31.810689,,,,物理,1952,1991.0,中国科学院上海光学精密机械研究所
1.0,吴朝晖,男,1966,12,浙江,120.699366,27.994267,浙江,120.699366,27.994267,浙江大学,,,计算机应用,1988,2017.0,
1.0,吴德馨,女,1936,12,河北,118.912571,39.425608,,,,清华大学,,,半导体器件和集成电路,1961,1991.0,中国科学院微电子中心
1.0,吴宏鑫,男,1939,10,江苏,119.433854,32.131962,,,,清华大学,,,控制理论与控制工程,1965,2003.0,现任中国空间技术研究院
1.0,吴培亨,男,1939,,上海,121.473701,31.230416,,,,南京大学,,,超导电子,1961,2005.0,
1.0,吴一戎,男,1963,7,北京,116.407526,39.90403,安徽,117.284922,31.861184,,,,信号与信息处理,,2007.0,中国科学院电子学研究所
1.0,夏建白,男,1939,,上海,121.473701,31.230416,,,,,,,半导体物理,,2001.0,中国科学院半导体研究所
1.0,徐宗本,男,1955,1,陕西,109.114207,33.68611,安徽,116.359921,30.849442,西北大学,,,信号与信息处理,1976,2011.0,
1.0,许宁生,男,1957,7,广东,116.166004,23.297642,广东,116.756092,23.46596,中山大学,,,真空微纳电子,1982,2009.0,
1.0,薛永祺,男,1937,1,江苏,120.5532,31.870405,,,,华东师范大学,,,红外和遥感技术,1959,1999.0,中国科学院上海技术物理研究所
1.0,杨德仁,男,1964,4,江苏,119.412966,32.39421,江苏,119.412966,32.39421,浙江大学,,,半导体材料,1985,2017.0,
1.0,杨芙清,女,1932,11,江苏,120.31191,31.491169,,,,,,,计算机软件,,1991.0,
1.0,杨学军,男,2310,,山东,116.069302,37.213311,山东,116.069302,37.213311,原南京通信工程学院大学,,,计算机领域,1983,2011.0,
1.0,姚建铨,男,1939,1,上海,121.473701,31.230416,,,,,,,激光与光电子科,,1997.0,
1.0,姚期智,男,1946,12,上海,121.473701,31.230416,湖北,113.916902,30.924568,台湾大学,,,计算机科学,1967,,
1.0,尹浩,男,1959,8,江苏,118.796877,32.060255,山东,119.526888,35.416377,南京邮电大学,,,通信网络领域,1982,,军事科学院系统工程研究院
1.0,张钹,男,1935,3,福建,119.384334,25.721143,,,,清华大学,,,计算机应用,1958,1995.0,
1.0,张景中,男,1936,12,河南,113.753602,34.765515,,,,北京大学,,,计算机科,1959,1995.0,中国科学院成都计算机应用研究所
1.0,张嗣瀛,男,1925,4,山东,117.526228,36.681259,,,,武汉大学,,,自动控制,1948,1997.0,
1.0,郑建华,男,1956,9,吉林,125.323544,43.817071,浙江,121.550357,29.874556,中国科学技术大学,,,信息分析,1987,2011.0,解放军保密委员会技术安全研究所
1.0,郑耀宗,男,1939,2,香港,114.173355,22.320047,广东,113.392782,22.517645,香港大学,,,微电子学,1963,1999.0,
1.0,郑有炓,男,1935,10,福建,117.847115,25.692699,,,,南京大学,,,半导体材料与器件物理,1957,2003.0,
1.0,郑志明,男,1953,10,上海,121.473701,31.230416,,,,北京大学,,,信息处理,1977,2017.0,
1.0,周炳琨,男,1936,3,四川,104.066541,30.572269,,,,,,,激光与光电子技术,,1991.0,
1.0,周巢尘,男,1937,11,上海,121.473701,31.230416,,,,北京大学,,,计算机软件,1958,1993.0,中国科学院软件研究所
1.0,周兴铭,男,1938,12,上海,121.473701,31.230416,,,,军事工程学院电子计算机专业大学,,,计算机,1961,1993.0,
1.0,周志鑫,男,1965,8,安徽,116.308795,30.45422,安徽,116.308795,30.45422,电子工程学院大学,,,空间遥感应用,1986,,北京市遥感信息研究所
1.0,朱中梁,男,1936,4,江西,115.858197,28.682892,,,,华中工学院（现华中理工大学,,,电信技术,1961,1999.0,西南电子电信技术研究所
1.0,蔡其巩,男,1932,8,印尼,,,,,,哈尔滨工业大学,,,金属物理与断裂力学学,1956,1980.0,
1.0,曹楚南,男,1930,8,江苏,120.752481,31.654376,,,,同济大学,,,腐蚀科学与电化学学,1952,1991.0,
1.0,曹春晓,男,1934,8,浙江,120.868122,30.033121,,,,上海交通大学,,,材料科,1956,1997.0,北京航空材料研究院
1.0,常青,男,1957,8,陕西,108.940174,34.341568,陕西,108.940174,34.341568,西安建筑科技大学,,,建筑,1982,,
1.0,陈创天,男,1937,2,浙江,121.406995,29.655143,,,,北京大学,,,材料科学,1962,2003.0,中国科学院理化学技术研究所
1.0,陈维江,男,1958,12,山东,118.054927,36.813487,山东,118.054927,36.813487,合肥工业大学,,,高电压与绝缘技术,1982,,
1.0,陈云敏,男,1962,2,浙江,121.385604,28.372506,浙江,121.385604,28.372506,浙江大学,,,土力学学与岩土工程,1983,,
1.0,陈祖煜,男,1943,2,重庆,106.551556,29.563009,,,,清华大学,,,水利水电、土木工程,1966,2005.0,
1.0,成会明,男,1963,10,四川,106.747477,31.867903,四川,106.412151,31.029097,湖南大学,,,炭材料科,1984,,中国科学院金属研究所
1.0,程耿东,男,1941,9,江苏,120.585315,31.298886,,,,北京大学,,,力学学,1964,1995.0,
1.0,程时杰,男,1945,7,湖北,114.305392,30.593098,湖北,114.482606,29.605376,西安交通大学,,,电力学系统,1967,2007.0,
1.0,丁汉,男,1963,8,安徽,117.2202,30.700733,安徽,117.2202,30.700733,长安大学,,,机械电子工程,1982,,
1.0,都有为,男,1936,11,浙江,120.15507,30.274084,,,,南京大学,,,磁学与磁性材料,1957,2005.0,
1.0,段文晖,男,1967,1,湖南,111.435623,27.68585,湖南,111.435623,27.68585,,,,材料科学,,2017.0,
1.0,范守善,男,1947,2,山西,112.851831,35.490701,,,,清华大学,,,材料物理和化学学,1970,2003.0,
1.0,方岱宁,男,1958,4,江西,115.858197,28.682892,浙江,121.550357,29.874556,,,,材料力学学领域,,,
1.0,高德利,男,1958,4,山东,116.638327,36.933812,山东,116.638327,36.933812,华东石油学院（中国石油大学,,,油气钻探与开采,1982,,
1.0,高镇同,男,1928,11,北京,116.407526,39.90403,,,,北洋大学,,,疲劳科学,1950,,
1.0,葛昌纯,男,1934,3,上海,121.473701,31.230416,,,,北方交通大学,,,粉末冶金和先进陶瓷,1952,2001.0,
1.0,顾秉林,男,1945,10,黑龙,126.534967,45.803775,,,,清华大学,,,材料物理,1970,1999.0,
1.0,顾诵芬,男,1930,2,江苏,120.585315,31.298886,,,,上海交通大学,,,飞机空气动力学,1951,1991.0,航空科学技术研究院
1.0,顾逸东,男,1946,9,江苏,119.015285,33.610353,,,,清华大学,,,航天应用技术和浮空飞行器,1970,2005.0,中科院光电研究院
1.0,郭烈锦,男,1963,10,江西,114.520537,26.313737,江西,114.520537,26.313737,西安交通大学,,,工程热物理与能源利用,1983,2017.0,
1.0,郭万林,男,1960,10,陕西,107.749767,34.274247,,,,西北工业大学,,,力学,1985,2017.0,
1.0,过增元,男,1936,2,江苏,120.31191,31.491169,,,,,,,工程热物理,,1997.0,
1.0,韩杰才,男,1966,3,四川,106.747477,31.867903,四川,106.747477,31.867903,哈尔滨科学技术大学,,,复合材料和光学材料,1985,,
1.0,韩祯祥,男,1930,5,浙江,120.15507,30.274084,,,,浙江大学,,,电工、电力学系统,1951,1999.0,
1.0,何满潮,男,1956,5,河南,110.89422,34.516828,河南,110.89422,34.516828,长春地质学院工程地质专业大学,,,矿山工程岩体力学学,1981,,
1.0,何雅玲,女,1963,9,陕西,108.940174,34.341568,陕西,108.940174,34.341568,西安交通大学,,,工程热物理,1985,,
1.0,胡海岩,男,1956,10,上海,121.473701,31.230416,福建,119.131725,26.150047,山东工业大学,,,力学,1982,2007.0,
1.0,胡文瑞,男,1936,4,上海,121.473701,31.230416,,,,北京大学,,,液体物理,1958,1995.0,中国科学院力学学研究所
1.0,胡聿贤,男,1922,10,湖北,114.316223,30.554235,,,,上海交通大学,,,地震工程,1946,1991.0,国家地震局地球物理研究所
1.0,黄克智,男,1927,7,江西,115.858197,28.682892,,,,江西中正大学,,,力学,1947,1991.0,
1.0,姜中宏,男,1930,8,广东,112.794065,22.251924,,,,华南工学院化学工系大学,,,无机非金属材料,1953,1999.0,中国科学院上海光学精密机械研究所
1.0,金红光,男,1957,5,吉林,125.323544,43.817071,黑龙,128.331644,45.451897,东北电力学学院大学,,,,1982,,中国科学院工程热物理研究所
1.0,金展鹏,男,1938,11,广西,110.395287,24.487824,,,,中南矿冶学院大学,,,材料科学技术,1960,2003.0,
1.0,赖远明,男,1962,8,江西,114.789873,24.911069,,,,江西理工大学,,,寒区工程、土木工程,1983,2011.0,中国科学院寒区旱区环境与工程研究所
1.0,李济生,男,1943,5,山东,117.119999,36.651216,,,,南京大学,,,人造卫星轨道动力学学和卫星测控,1966,1997.0,
1.0,李述汤,男,1947,1,湖南,111.744258,27.258942,,,,香港中文大学,,,材料化学学和物理,1969,2005.0,
1.0,李天,男,1938,10,吉林,126.549576,43.837883,,,,清华大学,,,飞机空气动力学学,1963,2005.0,中国航空工业第一集团公司沈阳飞机设计研究所
1.0,李依依,女,1933,10,北京,116.407526,39.90403,,,,北京钢铁学院冶金系大学,,,冶金与金属材料科,1957,1993.0,中国科学院金属研究所
1.0,李应红,男,1963,1,重庆,109.463987,31.018498,重庆,109.463987,31.018498,空军工程学院航空机械工程系大学,,,航空推进理论与工程,1983,,
1.0,林皋,男,1929,1,江西,115.858197,28.682892,,,,,,,水利工程及地震工程,,1997.0,
1.0,刘宝镛,男,1936,1,天津,117.200983,39.084158,,,,北京大学,,,导弹总体设计,1958,2001.0,中国航天科技集团公司第一研究院
1.0,刘昌胜,男,1967,6,湖北,114.341861,30.546498,湖北,114.979875,30.095643,湖北大学,,,生物材料,1989,2017.0,
1.0,刘广均,男,1929,7,天津,117.200983,39.084158,,,,清华大学,,,同位素分离,1952,1991.0,
1.0,刘维民,男,1962,9,山东,120.51769,36.889084,山东,120.51769,36.889084,山东师范大学,,,润滑材料与技术,1984,,中国科学院兰州化学学物理研究所
1.0,刘竹生,男,1939,11,黑龙,126.534967,45.803775,黑龙,126.534967,45.803775,哈尔滨工业大学,,,火箭总体设计,1963,2009.0,中国航天科技集团第一研究院
1.0,柳百新,男,1935,6,上海,121.473701,31.230416,江苏,119.942437,31.701188,清华大学,,,材料科,1961,2001.0,
1.0,卢柯,男,1965,5,甘肃,107.990035,36.461355,,,,南京理工大学,,,材料科学,1985,2003.0,现任中国科学院金属研究所
1.0,卢强,男,1936,5,安徽,117.902366,31.303168,,,,,,,自动控制和电力学系统动态学,,1991.0,
1.0,路甬祥,男,1942,4,浙江,121.550357,29.874556,浙江,121.266579,30.169665,浙江大学,,,流体传动与控制,1964,1991.0,
1.0,雒建斌,男,1961,8,陕西,108.954239,34.265472,陕西,108.954239,34.265472,东北大学,,,摩擦学领域,1982,2011.0,
1.0,闵桂荣,男,1933,6,福建,119.007777,25.454084,,,,南京工院大学,,,工程热物理学及空间技术,1956,1991.0,中国空间技术研究院
1.0,南策文,男,1962,11,湖北,115.265535,30.451867,湖北,115.265535,30.451867,华东理工大学,,,材料科学,1982,,
